7550.json	TRUE	We have a federal government that thinks they have the authority to regulate our toilet seats.	"consumer-safety,corrections-and-updates,government-regulation,market-regulation,states,supreme-court,workers"	ted-cruz	Senator	Texas	republican	36	33	15	19	8	a speech at CPAC
9018.json	TRUE	Austin is a city that has basically doubled in size every 25 years or so since it was founded.	"city-government,population"	lee-leffingwell	Austin mayor	Texas	democrat	1	0	4	1	0	his "State of the City" address
1038.json	TRUE	"The nuclear test conducted in our nation this time is the Earth's 2,054th nuclear test. The five permanent members of the U.N. Security Council have conducted 99.99 percent of the total nuclear tests."	military	north-korea			none	0	0	0	0	0	a released statement
8492.json	TRUE	"Under President George W. Bush, we added $4.9 trillion to the debt. Under President Obama weve added $6.5 trillion to the debt."	debt	kelly-ayotte	U.S. Senator	New Hampshire	republican	2	1	1	4	0	"a town hall meeting in Hudson, N.H."
5352.json	FALSE	Says a U.S. Supreme Court justice suggested that some U.S. cases will be decided based on South African law.	"legal-issues,supreme-court"	marco-rubio	U.S. Senator	Florida	republican	33	24	32	35	5	a speech at the CPAC conference
1926.json	FALSE	We have a director of homeland security who cannot use and will not use the term 'terrorist attack' but instead substitutes 'man-made disaster.' 	"homeland-security,terrorism"	jerry-patterson	state land commissioner	Texas	republican	1	1	1	3	0	a speech at the Texas Republican Party Convention
3652.json	FALSE	President Barack Obama took exactly none of his own deficit reduction commissions ideas. Not one.	"deficit,federal-budget"	john-boehner	Speaker of the House of Representatives	Ohio	republican	13	22	11	4	2	an interview with ABC news
13503.json	TRUE	Hillary Clinton in 2005 co-sponsored legislation that would jail flag burners.	patriotism	blog-posting			none	7	19	3	5	44	Townhall.com 
8187.json	FALSE	Says Terry McAuliffe is the person who invented the scheme to rent out the Lincoln Bedroom.	"campaign-finance,ethics,history"	ken-cuccinelli	Attorney General	Virginia	republican	1	10	3	2	1	a speech.
12758.json	TRUE	"We created 800,000 new jobs, we cut the unemployment rate almost in half and today New York State has more private sector jobs than it has ever had in its history"	jobs	andrew-cuomo	Governor	New York	democrat	1	0	0	1	0	"a conversation with reporters in Victor, NY."
812.json	FALSE	Sen. Obama's campaign announced that he's choosing his cabinet.	elections	john-mccain	U.S. senator	Arizona	republican	31	39	31	37	8	"a rally in Bensalem, Pa."
7548.json	mostly-true	"In 2008, only 54 percent of Latinos in Texas were registered to vote and only 35 percent actually turned out."	"elections,population"	battleground-texas		Texas	democrat	0	0	0	1	0	an adviser's interview on the "Colbert Report."
6000.json	FALSE	Only 2 percent of public high schools in the country offer PE classes.	"education,health-care"	michelle-obama		Illinois	democrat	0	2	1	4	0	an interview with NPR
321.json	mostly-true	Said he's the only Republican candidate "who's actually turned around a government economy."	job-accomplishments	rudy-giuliani	Attorney	New York	republican	9	11	10	7	3	"a debate in Boca Raton, Fla."
1779.json	TRUE	"On military recruiters at Harvard, Elena Kagan ""took a position and the Supreme Court ruled unanimously that she was wrong."""	"education,gays-and-lesbians,kagan-nomination,military,supreme-court"	john-barrasso	Senator	Wyoming	republican	1	0	0	0	0	an interview on Fox News
1833.json	mostly-true	"There are 321,092 public school teachers in Texas. And there are 313,850 non-teachers in our public schools."	"education,message-machine,taxes"	empower-texans		Texas	none	1	0	0	1	0	a Web video
8584.json	FALSE	"Under Mayor Cicilline, [Providence] was a sanctuary city."	"history,homeland-security,immigration,legal-issues,pundits"	john-depetro	Talk-show host	Rhode Island	talk-show-host	0	3	0	0	3	a statement on WPRO-AM
6612.json	TRUE	"At Bain Capital, we helped start an early childhood learning company called Bright Horizons that First Lady Michelle Obama rightly praised."	"candidates-biography,job-accomplishments"	mitt-romney	Former governor	Massachusetts	republican	34	32	58	33	19	remarks at the Republican National Convention in Tampa
12056.json	FALSE	"Says the man who rushed the stage at him in Dayton, Ohio, had chatter about ISIS, or with ISIS in his social media posts."	"civil-rights,elections,terrorism"	donald-trump	President-Elect	New York	republican	63	114	51	37	61	an interview on "Meet the Press"
3786.json	TRUE	"If you take the population growth here in Virginia, we are net zero on job creation since (Bob McDonnell) became governor."	jobs	terry-mcauliffe	Governor	Virginia	democrat	12	6	2	2	3	a speech.
1738.json	mostly-true	The new Arizona immigration law "says that any police officer can stop anyone who appears to them to be reasonably suspicious of being an undocumented person."	"immigration,legal-issues"	alfredo-gutierrez	Former state Senator	Arizona	democrat	0	0	0	1	0	an interview on MSNBC's Hardball
7425.json	mostly-true	The only time in our history when the debt has been higher than this was the end of World War II.	debt	david-cote	President and CEO of Honeywell International		none	0	0	0	1	0	a speech during a “Fix the Debt” press event
10039.json	mostly-true	The cost of health care is now the single-biggest factor driving down the federal budget deficit.	"deficit,federal-budget,health-care"	barack-obama	President	Illinois	democrat	70	71	160	163	9	a speech at Northwestern University
2166.json	TRUE	"During the recession, the consumer in his native perversity has begun to save. The savings rate is now 6.2 percent."	"economy,abc-news-week"	george-will	Columnist	Maryland	columnist	7	6	3	5	1	a roundtable discussion on ABC's "This Week"
1978.json	FALSE	On whether a U.S. Supreme Court nominee should be forthcoming at confirmation hearings.	"kagan-nomination,supreme-court"	elena-kagan	U.S. solicitor general	New York	democrat	0	0	1	0	0	a law review article
9165.json	FALSE	Says Charlie Crist supports cuts to the Medicare Advantage program.	"health-care,medicare"	republican-party-florida			republican	10	6	6	6	4	a Facebook post
10053.json	TRUE	Says Scott Brown co-sponsored legislation to let employers deny women coverage for birth control.	"health-care,legal-issues,women"	jeanne-shaheen	Senator	New Hampshire	democrat	3	0	4	2	0	a news release
3146.json	FALSE	"In the past 20 years, Egypt has made great strides in political and democratic reform."	"foreign-policy,abc-news-week"	sameh-shoukry			none	0	1	0	0	0	an interview on ABC's "This Week with Christiane Amanpour."
8755.json	FALSE	The amount of attention paid this week to Chris Christie makes the coverage of Benghazi ... pale in significance.	"terrorism,transportation"	karl-rove		Texas	republican	2	5	2	8	0	comments on "Fox News Sunday"
9989.json	TRUE	Says U.S. Rep. Steve Southerland voted to keep the shutdown going.	federal-budget	gwen-graham		Florida	democrat	0	0	1	0	0	a campaign commercial
11657.json	mostly-true	There is a federal criminal law that says its a crime to transport dentures across state lines.	public-health	bob-goodlatte	U.S. Congressman	Virginia	republican	0	1	4	3	0	a radio interview.
11131.json	mostly-true	We built a new prison every 10 days between 1990 and 2005 to keep up with our mass incarceration explosion of nonviolent offenders.	"crime,criminal-justice"	cory-booker	U.S. senator	New Jersey	democrat	0	4	2	8	0	a post on Instagram
10263.json	FALSE	Austin is burdened by the fastest-growing tax increases of any major city in the nation.	"city-budget,city-government,taxes"	jim-skaggs	"Treasurer, Citizens Against Rail Taxes"	Texas	none	0	1	0	0	0	as quoted in a news story
1969.json	FALSE	"Phoenix, Arizona, is the No. 2 kidnapping capital of the world."	immigration	john-mccain	U.S. senator	Arizona	republican	31	39	31	37	8	comments on 'Meet the Press'
10386.json	TRUE	I belong to the AFL-CIO.	"candidates-biography,labor"	rick-perry	Governor	Texas	republican	30	30	42	23	18	Texas Public Policy Foundation policy orientation
2020.json	mostly-true	The insurance commissioner cant do squat about health care.	health-care	ralph-hudgens		Georgia	republican	0	0	0	1	0	a radio interview broadcast over the Internet
9213.json	TRUE	Did you know US population growth is at its lowest since the Great Depression?	"immigration,population"	robert-sarvis	"lawyer, businessman"	Virginia	libertarian	0	0	0	1	0	a tweet.
7599.json	mostly-true	"The average student in Florida, what they actually pay out of pocket at our major universities for tuition is as much or less than what they spend on cellphones."	education	will-weatherford	State Representative	Florida	republican	2	3	4	3	0	a Board of Governors meeting
7258.json	TRUE	"Since 1968, more Americans have died from gunfire than died in all the wars of this countrys history."	guns	mark-shields	Columnist and commentator	"Washington, D.C."	none	1	0	0	0	0	the PBS NewsHour
7128.json	mostly-true	A foreclosure tax that would take effect in 2013 could mean a high tax bill for those facing foreclosure and millions of families who modified their mortgage or had a short sale through their lender.	housing	national-association-realtors			none	0	0	0	1	0	a web post
5667.json	FALSE	The Florida Department of Agricultures website FreshFromFlorida.com can be used to get a permit to carry a loaded hidden gun without ever leaving your house.	guns	brady-campaign-prevent-gun-violence			none	1	1	0	0	0	a congressional briefing
10072.json	mostly-true	"Raising the minimum wage to $10.10 an hour, would help lift over a million Americans out of poverty."	"income,message-machine-2014,poverty"	alison-lundergan-grimes	Secretary of State	Kentucky	democrat	2	2	3	1	0	a debate
10624.json	mostly-true	"Says Secretary of State John Kerry, when he was a senator, flew to Managua and met with a communist dictator there, Daniel Ortega, and accused the Reagan administration of engaging in terrorism."	"foreign-policy,history,terrorism"	mitch-mcconnell	Senate minority leader	Kentucky	republican	7	6	5	7	0	an interview on CNN's "State of the Union"
13142.json	FALSE	"NATO is opening up a major terror division. ... Im sure Im not going to get credit for it, but that was largely because of what I was saying and my criticism of NATO."	"foreign-policy,military,terrorism"	donald-trump	President-Elect	New York	republican	63	114	51	37	61	a presidential debate at Hofstra University
338.json	TRUE	Sen. Obama has always had a 100 percent prochoice rating.	abortion	barack-obama	President	Illinois	democrat	70	71	160	163	9	an e-mail message sent to voters before Super Tuesday.
2820.json	TRUE	The (federal) debt is growing by more than $4 billion a day.	"deficit,economy,federal-budget"	rick-perry	Governor	Texas	republican	30	30	42	23	18	in "Fed Up! Our Fight to Save America from Washington"
7796.json	FALSE	"Of our 98,000 teachers who are K-12, over 53,000 of those teachers today are over 50 years old."	"education,retirement"	terry-mcauliffe	Governor	Virginia	democrat	12	6	2	2	3	a speech.
7467.json	mostly-true	Two-thirds of Wisconsinites receiving unemployment checks are not required to search for work due to current work search exemptions.	"government-regulation,jobs,poverty,welfare"	scott-walker	Milwaukee County Executive	Wisconsin	republican	26	41	32	40	11	a speech
10423.json	TRUE	The economy is creating jobs at the fastest pace since 1999.	"economy,jobs"	barack-obama	President	Illinois	democrat	70	71	160	163	9	the State of the Union address
6767.json	mostly-true	President Obama decided not to meet with Prime Minister Benjamin Netanyahu in New York.	"foreign-policy,israel,message-machine-2012"	adam-hasner		Florida	republican	2	1	4	4	0	a press release from the Mitt Romney campaign
11043.json	mostly-true	"In a majority of states, you can now marry freely, but can still be fired for who you love."	"civil-rights,gays-and-lesbians,states"	mark-pocan	"State Assembly member, 78th District"	Wisconsin	democrat	1	2	2	3	0	a statement
10768.json	FALSE	"About half of the presidents have been governors; half of them, senators."	"congress,corrections-and-updates,elections,history,states"	ted-cruz	Senator	Texas	republican	36	33	15	19	8	remarks in New Hampshire
12593.json	mostly-true	"After Britains vote to leave the European Union, within 24 hours, Americans lost $100 billion from our 401(k)s."	"economy,retirement"	hillary-clinton	Presidential candidate	New York	democrat	40	29	69	76	7	"remarks in Cincinnati, Ohio"
8164.json	mostly-true	"Medicaid spending declined by 1.9 percent in 2012, the second such decline in 47 years."	medicaid	kathleen-sebelius	U.S. Health and Human Services Secretary	Kansas	democrat	1	0	1	3	1	a speech
6520.json	TRUE	Says 88 Texas constables have died in the line of duty.	"crime,criminal-justice,history,public-safety,public-service"	bruce-elfant	"Constable, Travis County, Precinct 5"	Texas	democrat	0	0	0	1	0	a press statement.
9500.json	mostly-true	"Gov. Rick Scott cut the cost of prepaid college tuition by nearly $20,000."	education	republican-party-florida			republican	10	6	6	6	4	a TV ad
4629.json	mostly-true	"The city of Columbus would save $41 million a year if employees had to contribute to their own, guaranteed-check pensions."	"jobs,labor,unions"	dave-yost	Ohio auditor	ohio	republican	1	0	0	1	0	a newspaper column
1593.json	TRUE	"As Florida's CFO, I shut down Krakow's scam and refunded more than $1.2 million to Josephine and other victims of this con man."	job-accomplishments	alex-sink		Florida	democrat	1	2	2	4	0	a fundraising e-mail to supporters
10560.json	mostly-true	You had more women getting computer sciences degrees in the 80s by a factor of 2-plus than you do now.	"education,technology,women"	hillary-clinton	Presidential candidate	New York	democrat	40	29	69	76	7	a conference in Silicon Valley
7555.json	FALSE	The Air Force wants taxpayers to fund a fantasy football league.	"families,federal-budget,military"	blog-posting			none	7	19	3	5	44	blog posts
3836.json	mostly-true	Some neighborhood schools are closing.	"education,state-budget"	texas-house-democratic-caucus		Texas	democrat	0	0	0	1	0	a press release
325.json	mostly-true	He told gay organizers in Massachusetts he would be a stronger advocate for special rights than even Ted Kennedy.	gays-and-lesbians	john-mccain	U.S. senator	Arizona	republican	31	39	31	37	8	an automated call to voters
2555.json	mostly-true	"The years that I was speaker, the Florida House consistently offered leaner budgets than the governor offered."	"state-budget,taxes"	marco-rubio	U.S. Senator	Florida	republican	33	24	32	35	5	an ABC News U.S. Senate debate.
8985.json	TRUE	Says the U.S. Supreme Court found that Social Security is not guaranteed.	social-security	david-jolly		Florida	republican	4	0	1	1	0	a Congressional campaign debate
12021.json	FALSE	SaysMichael Bennet wants to close Guantanamo Bay prisonand bring terrorists right here to Colorado.	"congress,terrorism"	jon-keyser		Colorado	republican	0	1	0	0	1	a candidate forum 
2932.json	TRUE	Oregonians have an amazing no-cost way to fight abortion with free political donations	"abortion,campaign-finance"	oregon-right-life-pac	politican action committee	Oregon	none	0	0	0	0	0	a newspaper ad
4884.json	mostly-true	Newt Gingrichs immigration plan offers a new doorway to amnesty.	immigration	mitt-romney	Former governor	Massachusetts	republican	34	32	58	33	19	a press conference
2257.json	FALSE	Mr. Caprio is a career politician who has never worked in the private sector.	candidates-biography	john-robitaille		Rhode Island	republican	0	1	2	0	0	a campaign news release
10947.json	mostly-true	"In just 17 years, spending for Social Security, federal health care and interest on the debt will exceed ALL tax revenue!"	"debt,federal-budget,taxes"	dave-brat	College professor	Virginia	republican	2	5	0	2	0	a Facebook post
12014.json	mostly-true	President Obama took more money from Wall Street in the 2008 campaign than anybody ever had.	"campaign-finance,economy,elections,financial-regulation,history,stimulus,voting-record"	hillary-clinton	Presidential candidate	New York	democrat	40	29	69	76	7	"a Democratic debate in Flint, Mich."
445.json	TRUE	"Hillary Clinton has taken over $800,000 from lobbyists."	ethics	barack-obama	President	Illinois	democrat	70	71	160	163	9	an online ad.
6588.json	FALSE	Barack Obama has never even worked in business.	candidates-biography	rob-portman	U.S. senator from Ohio	Ohio	republican	3	5	11	11	1	a speech at the Republican National Convention in Tampa
3782.json	FALSE	Says Gov. Rick Perry has been begging for the federal government to send the Coast Guard to patrol two lakes on the U.S.-Mexico border.	"crime,immigration"	louie-gohmert	U.S. House member	Texas	republican	2	6	1	0	1	a radio interview.
6827.json	mostly-true	Were now spending 42 percent of our economy on government.	"debates,federal-budget,government-efficiency"	mitt-romney	Former governor	Massachusetts	republican	34	32	58	33	19	the first presidential debate in Denver
9230.json	FALSE	"In 2005, Dan Branch tried to expand third-trimester abortions in Texas."	"abortion,corrections-and-updates"	texas-right-life		Texas	none	0	2	2	0	0	an email blast
3054.json	TRUE	"Whether you like to admit it or not, half our general revenue goes to education."	"education,state-budget"	mike-haridopolos	Florida Senate President	Florida	republican	0	3	1	1	0	comments to reporters.
2367.json	FALSE	Im the only one whos fought against developers draining the Everglades!	"environment,message-machine"	kendrick-meek		Florida	democrat	2	6	1	4	1	a television ad
11828.json	FALSE	We have more illegal immigrants here than we did five years ago.	immigration	marco-rubio	U.S. Senator	Florida	republican	33	24	32	35	5	an interview on NBC's "Meet the Press"
9561.json	FALSE	The U.S. Patent and Trademark Office received zero complaints about the Washington Redskins name.	sports	blog-posting			none	7	19	3	5	44	blog posts
12683.json	mostly-true	(Mexican immigrants) are more law-abiding than U.S. citizens and that is a statistic.	immigration	gary-johnson	Presidential candidate	New Mexico	libertarian	3	2	5	6	0	an interview on CNN
9554.json	TRUE	There are already more American jobs in the solar industry than in coal mining.	"climate-change,energy,environment,jobs"	sheldon-whitehouse	U.S. Senator	Rhode Island	democrat	2	3	2	7	0	a newspaper commentary
81.json	mostly-true	Romney failed to take action against "sanctuary cities" in Massachusetts.	immigration	rudy-giuliani	Attorney	New York	republican	9	11	10	7	3	"St. Petersburg, Fla."
10142.json	FALSE	Says Thomas Eric Duncan came into the United States with an elevated temperature.	"ebola,health-care,public-health,transportation"	darrell-issa	U.S. House of Representatives	California	republican	0	3	0	0	0	comments on CNN's "State of the Union"
8754.json	mostly-true	We have been in Afghanistan longer now than we have been in any foreign land conducting a war in our nations history.	afghanistan	robert-gibbs	Former White House Press Secretary		democrat	1	1	0	1	0	an interview on NBC's "Meet the Press"
2537.json	TRUE	Webster sponsored a bill to create a form of marriage that would trap women in abusive relationships.	"marriage,message-machine,women"	alan-grayson	U.S. House of Representatives	Florida	democrat	6	5	4	11	1	a TV ad.
4681.json	TRUE	Says judges get better benefits at a lower cost than everybody else in the state.	pensions	chris-christie	Governor of New Jersey	New Jersey	republican	10	17	27	19	8	a news conference
5524.json	TRUE	There are a lot of casinos across the country that have gone bankrupt.	"bankruptcy,economy,gambling,state-budget,state-finances,states"	robert-jacquard	State representative	Rhode Island	democrat	0	0	0	0	0	a speech
5044.json	TRUE	Small businesses create 70 percent of the jobs in America.	"economy,jobs,small-business"	eric-cantor	House Majority Leader	Virginia	republican	9	6	4	4	4	a news release.
13069.json	mostly-true	If Texas were a country our economy would rank # 10...in the WORLD.	"corrections-and-updates,economy,states"	greg-abbott	governor	Texas	republican	11	3	8	6	5	a tweet
6969.json	FALSE	There are more oil rigs in operation in the United States than the rest of the world combined.	"corporations,debt,economy,energy,environment,federal-budget,gas-prices,government-regulation,infrastructure"	david-cicilline	mayor of Providence	Rhode Island	democrat	7	4	5	4	1	a debate
2802.json	mostly-true	It is a commitment voters take very seriously: The only incumbent in Ohio to break his Pledge and vote for Ted Stricklands income tax hike was defeated soundly on Tuesday.	"elections,taxes"	americans-tax-reform			none	4	0	1	1	1	a news release
8370.json	FALSE	The Obama administration shut down the Amber Alert program because of the government shutdown.	"children,crime,federal-budget"	tweets			none	2	3	1	2	3	messages on Twitter
2269.json	mostly-true	The Republicans have 2 percent of the Muslim vote.	religion	tamara-holder	attorney and contributor to Fox News	Illinois 	none	0	0	0	1	0	comments on the Hannity show.
7243.json	mostly-true	"[W]e see Americas prison population exploding, with America having a greater percentage of its people behind bars than any other nation in the world!"	criminal-justice	hank-johnson	U.S. Congressman	Georgia	democrat	3	0	4	3	0	a letter
1053.json	TRUE	"In Texas, the No. 1 name for new male babies many of whom will vote one day is Jose."	"elections,immigration,pundits"	mike-murphy	political strategist		republican	0	0	0	0	0	a column in Time magazine.
11731.json	mostly-true	Marco Rubio voted against authorizing President Obama to strike Syria after Assad used chemical weapons on his own people.	"candidates-biography,congress,foreign-policy,history,terrorism"	hillary-clinton	Presidential candidate	New York	democrat	40	29	69	76	7	a posting on the Clinton website
1059.json	FALSE	"Under the Cash for Clunkers program, all we've got to do is ... go to a local junkyard, all you've got to do is tow it to your house. And you're going to get $4,500."	"pundits,transportation"	sean-hannity	Radio/TV host		none	3	5	3	2	1	a Fox News interview
11886.json	FALSE	Not one Republican has the guts to recognize that climate change is real.	"cap-and-trade,climate-change,debates,economy,energy,environment,government-regulation,jobs,campaign-advertising,polls,public-safety"	bernie-s	U.S. Senator	Vermont	independent	18	12	22	41	0	a Democratic debate in New Hampshire
4368.json	mostly-true	Point Pleasant Beach does not own its beaches; they are privately owned and operated by businesses such as Jenkinsons	"environment,income"	vincent-barrella	"Mayor, Point Pleasant Beach"	New Jersey	independent	0	0	0	1	0	a column published on NJ.com
3003.json	FALSE	"In the last five years, 28,000 people have been killed along the U.S.-Mexico border."	"crime,homeland-security,immigration"	lamar-smith	Congressman	Texas	republican	2	5	1	3	0	a news release
5689.json	FALSE	Says Obama health reform law denies millions access to affordable insurance.	"health-care,workers"	eric-hovde			republican	2	3	3	0	0	a blog post
2347.json	FALSE	Close to 30% of our federal prison population consists of illegal immigrants.	immigration	daniel-mielke	Farmer	Wisconsin	republican	0	1	0	0	0	a statement on campaign web site
7476.json	FALSE	Says Rick Scott called education not a core function of the state.	"education,state-budget"	florida-democratic-party		Florida	democrat	5	4	4	5	3	a press release
11636.json	FALSE	"The Family Research Council, according to some government agencies, is a terrorist group."	terrorism	ben-carson			republican	7	12	3	2	4	an interview on CNN
2550.json	TRUE	"Says Rep. Jim Weidner proposed a bill taking away health care for 80,000 of Oregons children."	"health-care,taxes"	blue-oregon	liberal blog	Oregon	democrat	0	0	0	0	0	a website posting
7123.json	TRUE	Says that in the 1985 election former Gov. Tom Kean had the largest winning margin for a gubernatorial candidate in Jersey history.	"elections,states"	raymond-bateman			republican	0	1	0	0	0	a column
6289.json	FALSE	Obamacare is the biggest tax increase in American history.	"corrections-and-updates,federal-budget,health-care,taxes"	mark-neumann	Developer and homebuilder	Wisconsin	republican	2	4	1	2	1	an interview
772.json	TRUE	You ... said that Barack Obama was not ready to be commander in chief.	candidates-biography	sarah-palin		Alaska	republican	9	19	9	6	6	"St. Louis, Mo."
8766.json	mostly-true	"The median male worker in this country has not seen a raise, inflation adjusted, for 30 years, basically."	"economy,jobs,labor,workers"	rana-foroohar	Assistant managing editor for Time		none	0	0	0	1	0	a CNN interview
10764.json	TRUE	Im the only member of the House of Representatives who raised most of his campaign funds in the last election from small contributions of less than $200.	campaign-finance	alan-grayson	U.S. House of Representatives	Florida	democrat	6	5	4	11	1	an interview with Democracy Now
7261.json	TRUE	"Unlike the gridlock in Washington, more than 80 percent of the bills we passed during this General Assembly had bipartisan support."	"bipartisanship,job-accomplishments"	tom-niehaus	President of the Ohio Senate	Ohio	republican	0	0	0	0	1	an online video
6780.json	FALSE	Josh Mandel is lying about his own record. The rating of Ohios investment fund has NOT improved.	"job-accomplishments,message-machine-2012,state-finances"	sherrod-brown	U.S. Senator	Ohio	democrat	3	4	5	8	1	a campaign commercial
1434.json	mostly-true	"At the beginning of the last decade ... America had a budget surplus of over $200 billion. By the time I took office, we had a one-year deficit of over $1 trillion and projected deficits of $8 trillion over the next decade."	"economy,federal-budget"	barack-obama	President	Illinois	democrat	70	71	160	163	9	his State of the Union speech
2258.json	TRUE	U.S. taxpayers are being forced to fund Feisal Abdul Raufs trip to the Middle East.	"foreign-policy,religion,terrorism"	ileana-ros-lehtinen	U.S. Representative	Florida	republican	0	0	1	0	0	a press release.
13380.json	mostly-true	There are Justice Department policies against FBI Director James Comey discussing details of a federal investigation so close to an election.	"criminal-justice,government-regulation"	robby-mook	Campaign manager for Hillary Clinton	New York	democrat	0	0	0	2	0	comments on "Meet the Press"
1419.json	TRUE	Democratic presidents "have been considerably more effective at creating private-sector jobs."	"economy,history,workers"	carolyn-maloney	U.S. Representative	New York	democrat	0	0	0	0	0	a floor speech in the House
681.json	TRUE	Joe Biden "voted against the first Gulf War. He opposed the surge. He wanted to partition Iraq."	iraq	lindsey-graham	U.S. senator	South Carolina	republican	2	2	4	2	0	an interview on ABC News' <i> This Week </i>
7754.json	mostly-true	"Says that under Rick Perrys plan, Texas has cut funding for public schools by 25%."	"children,education,state-budget,state-finances"	fix-austin-schools			none	0	0	0	1	0	a leaflet.
3806.json	mostly-true	The Paul Ryan budget proposal would privatize Medicare.	"federal-budget,health-care,medicare"	agenda-project	Liberal advocacy group	New York	none	0	1	0	1	0	an advertisement
6881.json	mostly-true	High school students arrested on campus are twice as likely not to graduate and four times less likely to graduate if theyve appeared in court.	"criminal-justice,education"	steven-teske	Clayton County Juvenile Court Judge		none	0	0	0	1	0	an article
10570.json	mostly-true	"...Over 30 years, federal spending on education has grown by 375 percent, but test scores remain flat."	"education,federal-budget"	dave-brat	College professor	Virginia	republican	2	5	0	2	0	a Facebook post.
4811.json	TRUE	The American healthcare system burns 18 percent of our national GDP. Nobody else is close.	"federal-budget,health-care"	sheldon-whitehouse	U.S. Senator	Rhode Island	democrat	2	3	2	7	0	a speech
4317.json	FALSE	Providences port is 200 miles closer to Europe than any other Eastern port.	"economy,infrastructure,trade,transportation"	james-bennett	"director, Department of Economic Development, Providence, R.I."	Rhode Island	newsmaker	0	1	0	0	1	a news conference
5627.json	TRUE	Says you need a photo ID to purchase Sudafed in Texas.	"elections,legal-issues"	rick-perry	Governor	Texas	republican	30	30	42	23	18	a Fox News interview.
